track_id,track_name,artist,genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
t240,Track 240,Artist Z11,pop,52.0,0.447,0.609,-9.48,0.093,0.0,0.094,0.514,127.97,243105
t241,Track 241,Artist N9,pop,76.0,0.537,0.622,-11.29,0.087,0.083,0.0,0.551,86.91,203980
t242,Track 242,Artist C6,edm,68.0,0.982,0.856,-1.83,0.201,0.0,0.073,0.76,159.95,160642
t243,Track 243,Artist T3,jazz,38.0,0.558,0.49,-12.62,0.122,0.618,0.269,0.731,88.79,257586
t244,Track 244,Artist B15,indie,68.0,0.363,0.844,-7.98,0.052,0.389,0.0,0.45,97.98,277623
t245,Track 245,Artist O13,rock,21.0,0.402,0.928,-4.61,0.174,0.14,0.0,0.686,97.02,259693
t246,Track 246,Artist P9,classical,50.0,0.392,0.199,-16.1,0.042,0.854,1.0,0.224,91.07,207184
t247,Track 247,Artist F11,metal,39.0,0.384,0.77,-7.61,0.033,0.0,0.0,0.269,142.75,184403
t248,Track 248,Artist U7,indie,56.0,0.456,0.75,-6.51,0.124,0.541,0.33,0.546,61.77,132596
t249,Track 249,Artist C11,pop,58.0,0.624,0.639,-7.82,0.113,0.081,0.115,0.775,111.44,190296
t250,Track 250,Artist S12,rock,33.0,0.742,0.782,-4.86,0.0,0.334,0.294,0.484,88.04,171549
t251,Track 251,Artist E5,rock,64.0,0.373,0.655,-6.98,0.133,0.115,0.0,0.548,167.61,231516
t252,Track 252,Artist J6,lo-fi,71.0,0.611,0.336,-14.98,0.0,0.584,0.476,0.522,97.26,254848
t253,Track 253,Artist J15,folk,59.0,0.603,0.276,-20.21,0.135,0.403,0.006,0.948,158.22,303440
t254,Track 254,Artist A1,folk,28.0,0.459,0.212,-16.91,0.15,0.879,0.118,0.279,122.6,129492
t255,Track 255,Artist W6,indie,43.0,0.451,0.464,-9.72,0.077,0.364,0.221,0.372,98.27,268902
t256,Track 256,Artist R5,pop,86.0,0.821,0.787,-5.34,0.078,0.581,0.343,0.832,112.09,233322
t257,Track 257,Artist T5,rock,73.0,0.725,0.677,-5.44,0.052,0.205,0.0,0.458,107.15,193213
t258,Track 258,Artist Z8,pop,71.0,0.789,0.588,-12.77,0.098,0.188,0.123,0.603,115.55,121420
t259,Track 259,Artist J14,pop,87.0,0.769,0.779,-4.04,0.143,0.226,0.153,0.565,148.84,131930
t260,Track 260,Artist R6,pop,79.0,0.954,0.524,-9.87,0.0,0.245,0.0,0.345,107.86,99395
t261,Track 261,Artist E8,edm,64.0,0.743,0.813,-5.98,0.047,0.188,0.025,0.172,94.82,136008
t262,Track 262,Artist D9,k-pop,55.0,0.562,1.0,-0.81,0.14,0.0,0.0,0.7,130.99,142816
t263,Track 263,Artist G12,k-pop,84.0,0.827,0.784,-4.03,0.0,0.262,0.0,0.646,120.28,263759
t264,Track 264,Artist O7,edm,76.0,0.627,0.835,-10.02,0.081,0.0,0.046,0.801,142.75,347710
t265,Track 265,Artist G3,classical,32.0,0.313,0.042,-18.93,0.083,0.846,0.466,0.451,136.47,184702
t266,Track 266,Artist S13,edm,71.0,0.936,0.674,-5.66,0.079,0.056,0.1,0.301,97.05,240496
t267,Track 267,Artist E13,hip-hop,100.0,1.0,0.666,-7.14,0.46,0.0,0.0,0.562,88.54,127779
t268,Track 268,Artist H12,classical,37.0,0.395,0.291,-14.47,0.129,1.0,0.4,0.428,122.94,291114
t269,Track 269,Artist V10,pop,100.0,0.624,0.607,-8.23,0.204,0.028,0.035,0.553,145.86,210553
t270,Track 270,Artist O9,edm,21.0,0.276,0.775,-2.2,0.065,0.052,0.195,0.582,79.37,324353
t271,Track 271,Artist Q13,indie,55.0,0.652,0.528,-8.59,0.141,0.366,0.27,0.294,137.45,245806
t272,Track 272,Artist S12,rock,61.0,0.627,0.982,-2.25,0.038,0.168,0.483,0.422,118.69,189794
t273,Track 273,Artist U9,rock,56.0,0.411,0.585,-9.91,0.014,0.28,0.31,0.637,119.45,191696
t274,Track 274,Artist N7,indie,70.0,0.682,0.559,-11.83,0.074,0.306,0.251,0.25,120.82,230602
t275,Track 275,Artist G2,edm,77.0,0.662,0.854,-4.51,0.0,0.179,0.0,0.716,130.6,190541
t276,Track 276,Artist M6,r&b,74.0,0.81,0.558,-11.17,0.021,0.538,0.145,0.699,112.83,217786
t277,Track 277,Artist A3,metal,65.0,0.406,1.0,-3.42,0.18,0.013,0.171,0.357,129.7,211201
t278,Track 278,Artist V7,country,63.0,0.452,0.587,-6.11,0.094,0.521,0.092,0.575,138.59,260132
t279,Track 279,Artist U8,edm,71.0,0.774,0.743,-7.13,0.151,0.552,0.062,0.534,98.61,123086
t280,Track 280,Artist Y8,edm,85.0,0.858,0.717,-6.14,0.117,0.192,0.119,0.622,117.4,305476
t281,Track 281,Artist X14,edm,72.0,0.749,0.919,-3.62,0.017,0.397,0.072,0.642,,189527
t282,Track 282,Artist H11,edm,80.0,0.798,0.625,-6.21,0.015,0.11,0.048,0.379,98.58,136455
t283,Track 283,Artist Q4,k-pop,74.0,0.541,0.832,-5.38,0.119,0.032,0.02,0.489,68.37,216765
t284,Track 284,Artist J3,pop,85.0,0.854,0.605,-6.71,0.109,0.386,0.0,0.518,108.93,300760
t285,Track 285,Artist V1,folk,65.0,0.282,0.24,-15.84,0.055,0.747,0.0,0.47,106.52,296273
t286,Track 286,Artist L11,lo-fi,40.0,0.53,0.089,-15.29,0.042,0.66,0.865,0.453,79.73,-1
t287,Track 287,Artist A3,k-pop,64.0,0.509,0.703,-9.4,0.096,0.0,0.0,0.541,151.61,290334
t288,Track 288,Artist K13,edm,64.0,0.773,0.897,-5.39,0.086,0.008,0.0,0.188,86.73,232215
t289,Track 289,Artist Q0,hip-hop,67.0,0.642,0.516,-11.57,0.223,0.139,0.046,0.424,132.88,313933
t290,Track 290,Artist H11,k-pop,84.0,0.692,0.787,-6.76,0.086,0.089,0.016,0.831,114.44,209993
t291,Track 291,Artist X6,pop,79.0,0.672,0.726,-9.03,0.016,0.019,0.098,0.451,123.39,167190
t292,Track 292,Artist T14,k-pop,54.0,0.704,0.805,-6.72,0.074,0.342,0.219,0.663,179.45,145536
t293,Track 293,Artist H15,r&b,70.0,1.0,0.608,-7.74,0.104,0.139,0.072,0.511,120.27,137829
t294,Track 294,Artist N7,metal,87.0,0.497,0.981,-1.9,0.03,0.0,0.357,0.376,106.77,215856
t295,Track 295,Artist U5,rock,46.0,0.485,0.84,-4.72,0.02,0.377,0.185,0.578,111.74,217567
t296,Track 296,Artist B14,pop,43.0,0.677,0.864,-3.22,0.084,0.384,0.237,0.434,111.73,221653
t297,Track 297,Artist A11,country,33.0,0.761,0.376,-16.58,0.087,0.0,0.0,0.399,163.9,132660
t298,Track 298,Artist N4,hip-hop,64.0,0.921,0.632,-9.39,0.352,0.115,0.089,0.551,127.62,323934
t299,Track 299,Artist U7,ambient,24.0,0.133,0.42,-13.3,0.102,0.636,0.743,0.282,172.77,68026
t300,Track 300,Artist B14,edm,82.0,0.562,1.0,0.0,0.167,0.0,0.01,0.725,108.62,77172
t301,Track 301,Artist H5,pop,70.0,0.612,0.644,-12.69,0.058,0.465,0.0,0.858,91.78,316624
t302,Track 302,Artist B4,jazz,50.0,0.503,0.328,-15.72,0.158,0.568,0.125,0.56,109.89,201355
t303,Track 303,Artist A9,edm,68.0,0.863,0.911,-0.91,0.133,0.171,0.153,0.873,116.85,185129
t304,Track 304,Artist X12,hip-hop,66.0,0.896,0.712,-5.11,0.355,0.325,0.0,0.318,103.04,233305
t305,Track 305,Artist Z7,rock,60.0,0.25,0.642,-6.61,0.101,0.229,0.0,0.511,127.98,171914
t306,Track 306,Artist S10,metal,52.0,0.458,0.92,-0.01,0.0,0.0,0.024,0.561,107.7,188958
t307,Track 307,Artist S4,pop,71.0,0.769,0.743,-8.55,0.061,0.068,0.44,0.533,139.35,118953
t308,Track 308,Artist R4,reggaeton,47.0,0.815,0.604,-8.45,0.0,0.193,0.0,0.516,152.86,274181
t309,Track 309,Artist R1,rock,63.0,0.625,0.872,-4.16,0.089,0.0,0.179,0.29,120.83,158744
t310,Track 310,Artist J12,indie,48.0,0.575,0.541,-11.64,0.087,0.303,0.0,0.423,138.04,206857
t311,Track 311,Artist J15,metal,45.0,0.261,0.769,-5.77,0.061,0.0,0.0,0.616,158.87,202108
t312,Track 312,Artist G1,reggaeton,63.0,0.926,0.89,-3.74,0.11,0.118,0.081,0.663,136.8,237471
t313,Track 313,Artist Y8,pop,68.0,0.831,0.559,-5.17,0.079,0.0,0.308,0.561,108.44,141912
t314,Track 314,Artist I6,edm,51.0,1.0,0.794,-6.69,0.126,0.093,0.078,0.453,128.66,234553
t315,Track 315,Artist U5,lo-fi,32.0,0.577,0.304,-15.99,0.083,0.283,0.625,0.347,116.98,122794
t316,Track 316,Artist I8,ambient,66.0,0.0,0.336,-14.81,0.088,0.738,0.431,0.001,141.71,172163
t317,Track 317,Artist M0,pop,69.0,0.481,0.869,-4.75,0.005,0.002,0.205,0.794,110.78,230026
t318,Track 318,Artist O4,rock,51.0,0.414,0.857,-2.75,0.0,0.322,0.217,0.703,132.46,248028
t319,Track 319,Artist S1,pop,97.0,0.471,0.657,-5.33,0.167,0.103,0.0,0.719,100.56,155761
t320,Track 320,Artist P11,pop,90.0,0.934,0.848,-5.31,0.0,0.0,0.15,0.881,159.62,187172
t321,Track 321,Artist A0,indie,60.0,0.654,0.839,-5.5,0.0,0.307,0.086,0.406,94.73,193526
t322,Track 322,Artist P7,r&b,72.0,0.765,0.478,-15.13,0.009,0.079,0.038,0.412,158.22,245600
t323,Track 323,Artist A9,blues,68.0,0.391,0.507,-9.03,0.149,0.435,0.0,0.467,94.79,142715
t324,Track 324,Artist Z13,metal,61.0,0.553,1.0,-3.39,0.164,0.19,0.513,0.235,136.03,302055
t325,Track 325,Artist Z6,reggaeton,56.0,0.823,0.931,-1.26,0.0,0.109,0.269,0.511,87.98,240735
t326,Track 326,Artist H7,pop,83.0,0.857,0.634,-9.54,0.106,0.055,0.0,0.612,,228483
t327,Track 327,Artist V9,metal,65.0,0.451,0.769,-9.26,0.0,0.0,0.0,0.813,138.68,269334
t328,Track 328,Artist B13,country,82.0,0.524,0.771,-5.71,0.094,0.158,0.0,0.089,92.0,228803
t329,Track 329,Artist R8,hip-hop,61.0,0.602,0.787,-6.66,0.344,0.107,0.123,0.452,86.52,236078
t330,Track 330,Artist V1,r&b,43.0,0.584,0.139,-18.09,0.12,0.29,0.0,0.694,111.0,170231
t331,Track 331,Artist J3,lo-fi,38.0,0.54,0.433,-13.6,0.152,0.248,0.809,0.562,128.0,232427
t332,Track 332,Artist H2,indie,69.0,0.616,0.832,-9.13,0.088,0.601,0.061,0.443,160.89,215587
t333,Track 333,Artist F1,pop,79.0,0.843,0.461,-8.24,0.0,0.105,0.082,0.516,143.78,189708
t334,Track 334,Artist Y7,ambient,35.0,0.112,0.081,-16.48,0.113,0.839,0.498,0.447,97.5,224101
t335,Track 335,Artist R8,country,67.0,0.712,0.631,-12.07,0.206,0.272,0.289,0.588,117.3,281536
t336,Track 336,Artist B0,edm,85.0,0.792,0.826,-7.1,0.0,0.0,0.0,0.718,68.18,149274
t337,Track 337,Artist X11,pop,65.0,0.854,0.733,-4.15,0.107,0.427,0.0,0.509,128.77,210199
t338,Track 338,Artist U9,k-pop,65.0,0.701,0.744,-5.07,0.062,0.324,0.114,0.904,153.52,185738
t339,Track 339,Artist S8,blues,47.0,0.49,0.698,-3.77,0.054,0.376,0.0,0.538,120.26,283882
t340,Track 340,Artist U11,country,39.0,0.855,0.725,-8.97,0.118,0.142,0.106,0.875,111.45,260147
t341,Track 341,Artist G8,rock,71.0,0.905,0.627,-11.01,0.139,0.112,0.0,0.534,104.59,132537
t342,Track 342,Artist C3,hip-hop,59.0,0.634,0.853,-6.92,0.281,0.0,0.226,0.623,105.69,264695
t343,Track 343,Artist E1,classical,33.0,0.229,0.419,-12.06,0.135,0.842,0.335,0.2,150.18,123194
t344,Track 344,Artist R1,rock,68.0,0.557,0.789,-10.01,0.057,0.028,0.053,0.692,118.75,342403
t345,Track 345,Artist M1,rock,55.0,0.664,0.783,-6.6,0.167,0.185,0.195,0.567,126.84,213345
t346,Track 346,Artist F7,blues,50.0,0.382,0.563,-8.01,0.093,0.19,0.295,0.244,88.19,182428
t347,Track 347,Artist X1,hip-hop,77.0,1.0,0.578,-12.4,0.287,0.372,0.228,0.533,95.87,244768
t348,Track 348,Artist H0,country,37.0,0.452,0.675,-10.27,0.07,0.291,0.0,1.0,104.71,273941
t349,Track 349,Artist X14,,,0.89,0.853,-6.71,0.09,0.21,0.2,0.788,,169356
t350,Track 350,Artist H11,pop,69.0,0.526,0.629,-8.67,0.112,0.169,0.0,0.337,,197977
t351,Track 351,Artist X14,rock,60.0,0.392,0.786,-5.46,0.062,0.069,0.145,0.483,71.89,116194
t352,Track 352,Artist H12,pop,82.0,0.677,0.774,-6.99,0.08,0.014,0.019,0.43,125.49,223244
t353,Track 353,Artist V10,country,43.0,0.626,0.645,-7.41,0.055,0.252,0.506,0.394,129.67,196798
t354,Track 354,Artist D4,rock,50.0,0.538,0.607,-7.81,0.138,0.474,0.019,0.668,134.59,216717
t355,Track 355,Artist Q7,pop,79.0,0.73,0.836,-2.57,0.061,0.321,0.0,0.236,183.54,290094
t356,Track 356,Artist S0,country,73.0,0.724,0.521,-10.03,0.043,0.595,0.006,0.214,98.45,125413
t357,Track 357,Artist X3,rock,100.0,0.823,0.938,-3.15,0.103,0.258,0.196,0.598,85.1,242089
t358,Track 358,Artist O8,rock,64.0,0.318,1.0,-3.31,0.184,0.0,0.354,0.432,137.43,190953
t359,Track 359,Artist P14,edm,72.0,0.822,0.943,-1.62,0.153,0.0,0.0,0.613,124.06,304266
t360,Track 360,Artist J8,metal,62.0,0.588,0.79,-6.07,0.07,0.12,0.325,0.575,77.22,315950
t361,Track 361,Artist O6,pop,98.0,0.731,0.974,-0.72,0.081,0.452,0.119,0.333,111.23,201955
t362,Track 362,Artist T12,pop,54.0,0.855,0.593,-10.13,0.056,0.124,0.06,0.682,136.71,270888
t363,Track 363,Artist S12,indie,55.0,0.467,0.708,-10.95,0.081,0.552,0.034,0.127,79.13,180912
t364,Track 364,Artist G3,hip-hop,77.0,0.593,0.47,-11.88,0.28,0.56,0.05,0.127,158.82,239001
t365,Track 365,Artist A9,rock,64.0,0.634,0.645,-5.61,0.104,0.195,0.405,0.699,108.39,123024
t366,Track 366,Artist U13,rock,66.0,0.655,0.624,-8.59,0.048,0.047,0.0,0.509,160.41,153839
t367,Track 367,Artist I8,edm,79.0,0.539,0.913,-3.91,0.059,0.015,0.0,0.737,135.52,241699
t368,Track 368,Artist X9,indie,42.0,0.302,0.278,-12.91,0.088,0.0,0.202,0.342,133.85,207950
t369,Track 369,Artist F10,edm,55.0,0.372,0.871,-5.11,0.051,0.011,0.275,0.795,113.99,173588
t370,Track 370,Artist O12,pop,76.0,0.385,0.614,-7.53,0.108,0.0,0.0,0.743,64.32,261088
t371,Track 371,Artist D8,indie,62.0,0.334,0.399,-15.48,0.092,0.15,0.0,0.658,85.76,152898
t372,Track 372,Artist H1,pop,59.0,0.685,0.624,-5.14,0.161,0.032,0.0,0.649,101.53,212177
t373,Track 373,Artist H10,pop,83.0,0.755,0.758,-3.85,0.078,0.171,0.067,0.605,141.79,124786
t374,Track 374,Artist U12,pop,76.0,0.409,0.628,-7.83,0.019,0.191,0.0,0.488,88.45,182051
t375,Track 375,Artist U13,hip-hop,80.0,0.607,0.722,-8.04,0.338,0.191,0.007,0.239,102.87,242636
t376,Track 376,Artist X5,pop,55.0,0.664,0.809,-6.37,0.129,0.139,0.0,0.651,127.61,273764
t377,Track 377,Artist B7,pop,79.0,0.839,0.674,-6.49,0.18,0.123,0.338,0.554,103.36,197667
t378,Track 378,Artist L0,pop,48.0,0.682,0.777,-6.14,0.163,0.231,0.113,0.498,111.53,226059
t379,Track 379,Artist C2,country,39.0,0.454,0.356,-14.89,0.0,0.442,0.0,0.643,124.11,161808
t380,Track 380,Artist I14,country,76.0,0.771,0.779,-7.3,0.078,0.309,0.239,0.562,115.93,246434
t381,Track 381,Artist H2,hip-hop,59.0,0.763,0.701,-6.67,0.456,0.233,0.0,0.341,122.29,155275
t382,Track 382,Artist T0,rock,44.0,0.284,0.654,-7.7,0.148,0.0,0.157,0.467,147.36,255085
t383,Track 383,Artist Y3,edm,47.0,0.6,0.769,-5.83,0.0,0.345,0.02,0.682,137.51,259376
t384,Track 384,Artist C0,pop,70.0,0.749,0.895,-6.42,0.092,0.044,0.0,0.587,117.59,239467
t385,Track 385,Artist A4,hip-hop,77.0,0.945,0.697,-8.86,0.368,0.0,0.0,0.634,121.87,230918
t386,Track 386,Artist F1,ambient,43.0,0.283,0.275,-15.13,0.124,0.498,0.232,0.137,159.91,269200
t387,Track 387,Artist E14,hip-hop,89.0,0.834,0.71,-4.38,0.45,0.128,0.0,0.856,113.74,147737
t388,Track 388,Artist M9,k-pop,64.0,0.659,0.835,-1.2,0.144,0.232,0.0,0.697,132.88,205966
t389,Track 389,Artist S0,hip-hop,54.0,0.698,0.528,-14.83,0.294,0.177,0.0,0.349,145.91,159403
t390,Track 390,Artist X14,reggaeton,74.0,0.922,1.0,-2.17,0.063,0.244,0.046,0.418,83.22,252797
t391,Track 391,Artist Z10,edm,67.0,0.778,0.613,-9.68,0.137,0.0,0.088,0.327,96.58,222164
t392,Track 392,Artist T9,hip-hop,67.0,0.826,0.374,-13.37,0.393,0.001,0.0,0.317,105.5,241456
t393,Track 393,Artist O12,hip-hop,79.0,0.988,0.781,-8.3,0.283,0.188,0.0,0.281,136.28,263993
t394,Track 394,Artist H1,blues,95.0,0.839,0.684,-8.86,0.134,0.52,0.0,0.769,93.66,72176
t395,Track 395,Artist F5,lo-fi,46.0,0.34,0.369,-13.79,0.136,0.81,0.467,0.374,54.59,262102
t396,Track 396,Artist G4,hip-hop,62.0,1.0,0.667,-9.04,0.387,0.126,0.092,0.431,50.0,158204
t397,Track 397,Artist B14,pop,43.0,0.629,0.389,-14.66,0.051,0.285,0.187,0.716,142.03,318908
t398,Track 398,Artist K13,edm,72.0,0.722,0.848,-3.21,0.0,0.0,0.294,0.488,164.64,193854
t399,Track 399,Artist L3,pop,66.0,1.0,0.72,-10.86,0.075,0.204,0.109,0.683,100.34,165694
t400,Track 400,Artist X10,hip-hop,56.0,0.808,0.585,-8.31,0.332,0.0,0.096,0.644,108.37,321533
t401,Track 401,Artist D1,country,47.0,0.524,0.498,-15.92,0.157,0.259,0.0,0.709,84.8,97283
t402,Track 402,Artist T12,pop,81.0,0.706,0.631,-7.96,0.065,0.0,0.007,0.802,132.05,281223
t403,Track 403,Artist R13,jazz,77.0,0.549,0.356,-11.83,0.0,0.55,0.0,0.62,116.77,319939
t404,Track 404,Artist F6,hip-hop,69.0,0.855,0.862,-6.62,0.298,0.0,0.0,0.681,79.05,197971
t405,Track 405,Artist W8,lo-fi,37.0,0.609,0.352,-16.43,0.17,0.676,0.761,0.359,79.64,192364
t406,Track 406,Artist U4,hip-hop,100.0,0.715,0.805,-6.15,0.323,0.31,0.258,0.654,125.88,142986
t407,Track 407,Artist V1,rock,44.0,0.361,0.786,-7.55,0.17,0.333,0.26,0.193,126.76,134684
t408,Track 408,Artist W10,rock,76.0,0.58,0.562,-9.44,0.0,0.254,0.042,0.555,100.97,228916
t409,Track 409,Artist G6,rock,65.0,0.463,0.703,-10.43,0.151,0.391,0.0,0.815,104.73,221344
t410,Track 410,Artist G4,ambient,24.0,0.273,0.258,-14.09,0.0,0.731,0.439,0.483,86.29,220355
t411,Track 411,Artist T0,lo-fi,58.0,0.466,0.24,-16.25,0.0,0.637,0.203,0.586,85.28,255755
t412,Track 412,Artist R6,lo-fi,49.0,0.423,0.311,-16.04,0.007,0.45,0.76,0.544,97.0,123280
t413,Track 413,Artist R10,pop,49.0,0.589,0.531,-10.88,0.103,0.291,0.221,0.381,56.43,131563
t414,Track 414,Artist K14,hip-hop,49.0,0.692,0.595,-7.15,0.32,0.266,0.029,0.577,139.09,172651
t415,Track 415,Artist T3,r&b,52.0,0.434,0.69,-7.95,0.15,0.472,0.0,0.564,131.92,236110
t416,Track 416,Artist F4,pop,74.0,0.535,0.836,-5.01,0.0,0.132,0.248,0.465,122.85,345589
t417,Track 417,Artist X9,rock,72.0,0.439,0.751,-9.6,0.168,0.152,0.125,0.675,153.79,185181
t418,Track 418,Artist V4,rock,52.0,0.389,0.783,-1.77,0.142,0.265,0.0,0.622,60.74,195998
t419,Track 419,Artist F4,rock,68.0,0.383,0.988,-0.73,0.026,0.401,0.0,0.708,127.78,222393
t420,Track 420,Artist A2,pop,74.0,0.315,0.645,-7.68,0.168,0.134,0.0,0.645,119.08,158818
t421,Track 421,Artist U8,metal,90.0,0.658,0.736,-5.94,0.072,0.0,0.0,0.242,107.27,253527
t422,Track 422,Artist B14,hip-hop,64.0,0.664,0.494,-11.15,0.226,0.293,0.0,0.647,97.77,249913
t423,Track 423,Artist I7,hip-hop,85.0,0.677,0.68,-6.31,0.387,0.032,0.203,0.871,151.15,212151
t424,Track 424,Artist I7,edm,59.0,0.691,0.887,-4.01,0.148,0.0,0.305,0.297,135.49,174936
t425,Track 425,Artist I3,ambient,54.0,0.369,0.462,-12.02,0.048,0.622,0.814,0.564,107.33,216807
t426,Track 426,Artist O9,jazz,50.0,0.526,0.281,-9.11,0.149,0.808,0.2,0.427,111.22,174816
t427,Track 427,Artist C8,edm,59.0,0.825,0.914,-2.68,0.0,0.217,0.0,0.496,141.63,255898
t428,Track 428,Artist Y9,country,31.0,0.673,0.738,-3.19,0.174,0.327,0.119,0.584,100.84,228269
t429,Track 429,Artist K1,ambient,43.0,0.283,0.142,-17.97,0.086,0.989,0.66,0.385,142.98,236116
t430,Track 430,Artist B10,country,55.0,0.437,0.604,-9.61,0.081,0.123,0.055,0.814,117.33,201897
t431,Track 431,Artist S3,ambient,26.0,0.196,0.34,-16.01,0.04,0.986,0.675,0.0,145.78,201110
t432,Track 432,Artist X3,rock,77.0,0.423,0.712,-8.89,0.0,0.247,0.0,0.658,163.05,174478
t433,Track 433,Artist C8,pop,62.0,0.568,0.603,-9.32,0.0,0.003,0.219,0.843,168.13,198059
t434,Track 434,Artist X7,indie,67.0,0.724,0.54,-9.26,0.138,0.349,0.063,0.365,101.18,283697
t435,Track 435,Artist F0,hip-hop,66.0,0.914,0.619,-10.76,0.283,0.139,0.0,0.661,120.86,234965
t436,Track 436,Artist S0,lo-fi,59.0,0.849,0.416,-12.25,0.147,0.615,0.725,0.161,147.3,193196
t437,Track 437,Artist K1,reggaeton,59.0,0.783,0.704,-6.46,0.104,0.133,0.0,0.796,109.84,214521
t438,Track 438,Artist H3,metal,47.0,0.413,0.881,-3.57,0.013,0.0,0.393,0.523,72.39,211650
t439,Track 439,Artist L2,reggaeton,77.0,0.792,0.795,-5.21,0.023,0.112,0.391,0.981,141.84,278631
t440,Track 440,Artist O6,country,65.0,0.645,0.725,-5.78,0.136,0.257,0.28,0.994,111.81,222740
t441,Track 441,Artist S0,rock,72.0,0.338,1.0,-1.77,0.018,0.066,0.0,0.334,158.96,250370
t442,Track 442,Artist I1,pop,68.0,0.41,0.749,-5.35,0.045,0.344,0.104,0.665,91.16,165120
t443,Track 443,Artist Q8,hip-hop,75.0,0.979,0.932,0.0,0.427,0.054,0.0,0.436,109.68,293930
t444,Track 444,Artist P13,edm,56.0,0.643,0.706,-7.66,0.17,0.237,0.0,0.473,105.53,129309
t445,Track 445,Artist W6,lo-fi,67.0,0.714,0.144,-16.96,0.086,0.779,0.647,0.299,87.46,241603
t446,Track 446,Artist O2,country,56.0,0.403,0.698,-10.29,0.103,0.401,0.0,0.672,155.88,215243
t447,Track 447,Artist T2,jazz,40.0,0.565,0.354,-15.82,0.031,0.272,0.163,0.749,57.43,153518
t448,Track 448,Artist H4,rock,47.0,0.605,1.0,-0.64,0.122,0.505,0.0,0.321,91.73,245779
t449,Track 449,Artist Z4,rock,50.0,0.413,0.557,-9.75,0.047,0.0,0.054,0.243,133.7,132014
t450,Track 450,Artist Y10,country,66.0,0.684,0.729,-3.37,0.152,0.315,0.0,0.94,107.08,203494
t451,Track 451,Artist X4,r&b,69.0,0.647,0.446,-15.94,0.154,0.019,0.112,0.424,182.12,300921
t452,Track 452,Artist O3,lo-fi,75.0,0.484,0.489,-13.55,0.144,0.628,0.328,0.355,86.22,236028
t453,Track 453,Artist K2,lo-fi,63.0,0.551,0.294,-15.47,0.0,0.538,0.629,0.627,87.11,230781
t454,Track 454,Artist V14,metal,50.0,0.559,0.994,-2.55,0.178,0.076,0.134,0.251,115.95,285531
t455,Track 455,Artist C12,blues,81.0,0.728,0.422,-13.94,0.077,0.61,0.071,0.44,142.71,227362
t456,Track 456,Artist Q13,lo-fi,59.0,0.628,0.536,-12.0,0.111,0.709,0.603,0.428,110.5,155565
t457,Track 457,Artist A4,edm,61.0,0.747,0.382,-14.88,0.0,0.0,0.088,0.58,120.92,291927
t458,Track 458,Artist F7,hip-hop,69.0,0.704,0.665,-8.82,0.308,0.05,0.0,1.0,67.59,154146
t459,Track 459,Artist V6,country,59.0,0.507,0.681,-8.51,0.06,0.105,0.054,0.433,141.76,239071
t460,Track 460,Artist Y14,country,54.0,0.689,0.67,-7.61,0.142,0.178,0.276,0.614,104.85,244054
t461,Track 461,Artist U2,pop,67.0,0.514,1.0,-1.7,0.125,0.24,0.307,0.76,136.37,220361
t462,Track 462,Artist I2,pop,58.0,0.677,0.639,-5.08,0.022,0.0,0.354,0.734,165.73,286551
t463,Track 463,Artist K12,edm,81.0,0.539,1.0,-2.3,0.052,0.231,0.259,0.601,93.47,235350
t464,Track 464,Artist M11,pop,55.0,0.503,0.652,-8.68,0.111,0.0,0.0,0.616,71.75,177712
t465,Track 465,Artist W3,r&b,25.0,0.437,0.748,-8.93,0.114,0.057,0.0,0.588,110.92,182922
t466,Track 466,Artist T8,indie,58.0,0.294,0.557,-10.47,0.153,0.439,0.08,0.627,108.74,236258
t467,Track 467,Artist F7,pop,77.0,0.543,0.643,-8.92,0.132,0.246,0.0,0.546,144.03,239280
t468,Track 468,Artist K14,rock,34.0,0.702,0.652,-10.54,0.18,0.299,0.0,0.371,118.38,182425
t469,Track 469,Artist R7,pop,67.0,0.7,0.702,-8.06,0.095,0.336,0.221,0.973,102.76,104445
t470,Track 470,Artist A9,indie,55.0,0.6,0.807,-8.54,0.132,0.16,0.441,0.385,69.36,226014
t471,Track 471,Artist G14,r&b,53.0,0.828,0.384,-11.72,0.125,0.37,0.077,0.413,133.72,97802
t472,Track 472,Artist K0,hip-hop,89.0,1.0,0.89,-2.16,0.222,0.0,0.421,0.432,84.16,166787
t473,Track 473,Artist E13,lo-fi,44.0,0.557,0.383,-14.53,0.028,0.478,0.86,0.561,152.37,180445
t474,Track 474,Artist N2,pop,52.0,0.762,0.362,-16.58,0.106,0.0,0.071,0.795,65.78,228458
t475,Track 475,Artist P13,hip-hop,51.0,0.71,0.44,-10.37,0.372,0.038,0.0,0.482,100.25,243863
t476,Track 476,Artist G6,country,50.0,0.29,0.646,-8.71,0.048,0.48,0.163,0.714,79.27,210335
t477,Track 477,Artist L10,jazz,44.0,0.766,0.335,-12.99,0.007,0.235,0.069,0.317,75.69,254155
t478,Track 478,Artist Y4,blues,36.0,0.463,0.434,-14.12,0.153,0.938,0.407,0.452,143.97,259239
t479,Track 479,Artist Z1,r&b,67.0,0.68,0.721,-8.17,0.048,0.344,0.108,0.0,168.06,102789
t480,Track 480,Artist S5,hip-hop,79.0,0.909,0.666,-4.23,0.173,0.0,0.024,0.543,154.86,242369
